time,voltage1,voltage2,voltage3,voltage4,voltage5,current1,current2,current3,current4,current5
334.45,-75.04272461,-73.42529297,-71.71630859,-70.19042969,-68.69506836,-30,-20,-10,0,10
334.5,-75.07324219,-73.42529297,-71.65527344,-70.22094727,-68.72558594,-30,-20,-10,0,10
334.55,-75.04272461,-73.42529297,-71.62475586,-70.19042969,-68.75610352,-30,-20,-10,0,10
334.6,-75.04272461,-73.39477539,-71.65527344,-70.28198242,-68.72558594,-30,-20,-10,0,10
334.65,-75.01220703,-73.39477539,-71.65527344,-70.28198242,-68.75610352,-30,-20,-10,0,10
334.7,-75.04272461,-73.39477539,-71.71630859,-70.25146484,-68.72558594,-30,-20,-10,0,10
334.75,-75.07324219,-73.42529297,-71.65527344,-70.28198242,-68.78662109,-30,-20,-10,0,10
334.8,-75.07324219,-73.42529297,-71.68579102,-70.25146484,-68.72558594,-30,-20,-10,0,10
334.85,-75.04272461,-73.39477539,-71.68579102,-70.3125,-68.75610352,-30,-20,-10,0,10
334.9,-75.04272461,-73.39477539,-71.62475586,-70.22094727,-68.72558594,-30,-20,-10,0,10
334.95,-75.04272461,-73.42529297,-71.65527344,-70.25146484,-68.72558594,-30,-20,-10,0,10
335,-75.04272461,-73.45581055,-71.62475586,-70.25146484,-68.72558594,-30,-20,-10,0,10
335.05,-75.07324219,-73.39477539,-71.68579102,-70.25146484,-68.72558594,-30,-20,-10,0,10
335.1,-75.10375977,-73.39477539,-71.68579102,-70.25146484,-68.75610352,-30,-20,-10,0,10
335.15,-75.04272461,-73.45581055,-71.71630859,-70.22094727,-68.75610352,-30,-20,-10,0,10
335.2,-75.04272461,-73.42529297,-71.68579102,-70.25146484,-68.72558594,-30,-20,-10,0,10
335.25,-75.01220703,-73.42529297,-71.71630859,-70.22094727,-68.75610352,-30,-20,-10,0,10
335.3,-75.07324219,-73.45581055,-71.65527344,-70.25146484,-68.75610352,-30,-20,-10,0,10
335.35,-75.07324219,-73.42529297,-71.65527344,-70.22094727,-68.75610352,-30,-20,-10,0,10
335.4,-75.04272461,-73.42529297,-71.68579102,-70.22094727,-68.72558594,-30,-20,-10,0,10
335.45,-75.04272461,-73.39477539,-71.65527344,-70.22094727,-68.72558594,-30,-20,-10,0,10
335.5,-75.07324219,-73.42529297,-71.68579102,-70.19042969,-68.72558594,-30,-20,-10,0,10
335.55,-75.07324219,-73.45581055,-71.68579102,-70.25146484,-68.69506836,-30,-20,-10,0,10
335.6,-75.04272461,-73.42529297,-71.68579102,-70.22094727,-68.72558594,-30,-20,-10,0,10
335.65,-75.04272461,-73.42529297,-71.68579102,-70.25146484,-68.72558594,-30,-20,-10,0,10
335.7,-75.01220703,-73.39477539,-71.68579102,-70.25146484,-68.75610352,-30,-20,-10,0,10
335.75,-75.01220703,-73.45581055,-71.68579102,-70.22094727,-68.75610352,-30,-20,-10,0,10
335.8,-75.07324219,-73.39477539,-71.68579102,-70.28198242,-68.75610352,-30,-20,-10,0,10
335.85,-75.04272461,-73.42529297,-71.68579102,-70.25146484,-68.75610352,-30,-20,-10,0,10
335.9,-75.04272461,-73.42529297,-71.65527344,-70.25146484,-68.72558594,-30,-20,-10,0,10
335.95,-75.01220703,-73.39477539,-71.71630859,-70.25146484,-68.66455078,-30,-20,-10,0,10
336,-75.01220703,-73.39477539,-71.62475586,-70.22094727,-68.72558594,-30,-20,-10,0,10
336.05,-75.01220703,-73.39477539,-71.68579102,-70.25146484,-68.69506836,-30,-20,-10,0,10
336.1,-75.01220703,-73.42529297,-71.71630859,-70.3125,-68.72558594,-30,-20,-10,0,10
336.15,-75.07324219,-73.42529297,-71.68579102,-70.22094727,-68.75610352,-30,-20,-10,0,10
336.2,-75.07324219,-73.45581055,-71.71630859,-70.22094727,-68.69506836,-30,-20,-10,0,10
336.25,-75.04272461,-73.42529297,-71.65527344,-70.25146484,-68.69506836,-30,-20,-10,0,10
336.3,-75.01220703,-73.45581055,-71.65527344,-70.22094727,-68.75610352,-30,-20,-10,0,10
336.35,-75.01220703,-73.39477539,-71.68579102,-70.25146484,-68.75610352,-30,-20,-10,0,10
336.4,-75.01220703,-73.42529297,-71.68579102,-70.28198242,-68.69506836,-30,-20,-10,0,10
336.45,-75.04272461,-73.39477539,-71.68579102,-70.25146484,-68.72558594,-30,-20,-10,0,10
336.5,-75.04272461,-73.42529297,-71.68579102,-70.22094727,-68.66455078,-30,-20,-10,0,10
336.55,-75.04272461,-73.42529297,-71.68579102,-70.22094727,-68.69506836,-30,-20,-10,0,10
336.6,-75.01220703,-73.36425781,-71.65527344,-70.28198242,-68.69506836,-30,-20,-10,0,10
336.65,-75.04272461,-73.39477539,-71.68579102,-70.19042969,-68.72558594,-30,-20,-10,0,10
336.7,-75.07324219,-73.39477539,-71.68579102,-70.22094727,-68.69506836,-30,-20,-10,0,10
336.75,-75.04272461,-73.39477539,-71.68579102,-70.28198242,-68.72558594,-30,-20,-10,0,10
336.8,-75.04272461,-73.42529297,-71.71630859,-70.25146484,-68.75610352,-30,-20,-10,0,10
336.85,-75.04272461,-73.42529297,-71.68579102,-70.22094727,-68.72558594,-30,-20,-10,0,10
336.9,-75.07324219,-73.36425781,-71.68579102,-70.25146484,-68.69506836,-30,-20,-10,0,10
336.95,-75.04272461,-73.39477539,-71.74682617,-70.25146484,-68.69506836,-30,-20,-10,0,10
337,-75.04272461,-73.36425781,-71.71630859,-70.22094727,-68.75610352,-30,-20,-10,0,10
337.05,-75.04272461,-73.39477539,-71.71630859,-70.22094727,-68.69506836,-30,-20,-10,0,10
337.1,-75.04272461,-73.39477539,-71.74682617,-70.25146484,-68.69506836,-30,-20,-10,0,10
337.15,-75.04272461,-73.36425781,-71.71630859,-70.25146484,-68.72558594,-30,-20,-10,0,10
337.2,-75.07324219,-73.42529297,-71.68579102,-70.25146484,-68.75610352,-30,-20,-10,0,10
337.25,-75.07324219,-73.45581055,-71.71630859,-70.28198242,-68.72558594,-30,-20,-10,0,10
337.3,-75.07324219,-73.42529297,-71.71630859,-70.34301758,-68.69506836,-30,-20,-10,0,10
337.35,-75.04272461,-73.39477539,-71.71630859,-70.28198242,-68.75610352,-30,-20,-10,0,10
337.4,-75.04272461,-73.45581055,-71.68579102,-70.28198242,-68.75610352,-30,-20,-10,0,10
337.45,-75.04272461,-73.39477539,-71.74682617,-70.25146484,-68.72558594,-30,-20,-10,0,10
337.5,-75.01220703,-73.42529297,-71.68579102,-70.28198242,-68.69506836,-30,-20,-10,0,10
337.55,-75.01220703,-73.42529297,-71.68579102,-70.25146484,-68.72558594,-30,-20,-10,0,10
337.6,-75.04272461,-73.39477539,-71.71630859,-70.28198242,-68.72558594,-30,-20,-10,0,10
337.65,-75.04272461,-73.42529297,-71.74682617,-70.3125,-68.69506836,-30,-20,-10,0,10
337.7,-75.04272461,-73.42529297,-71.71630859,-70.28198242,-68.69506836,-30,-20,-10,0,10
337.75,-75.01220703,-73.45581055,-71.71630859,-70.28198242,-68.75610352,-30,-20,-10,0,10
337.8,-75.04272461,-73.42529297,-71.71630859,-70.25146484,-68.72558594,-30,-20,-10,0,10
337.85,-75.01220703,-73.42529297,-71.74682617,-70.28198242,-68.69506836,-30,-20,-10,0,10
337.9,-75.01220703,-73.45581055,-71.65527344,-70.28198242,-68.72558594,-30,-20,-10,0,10
337.95,-75.04272461,-73.42529297,-71.71630859,-70.3125,-68.72558594,-30,-20,-10,0,10
338,-75.07324219,-73.42529297,-71.71630859,-70.28198242,-68.66455078,-30,-20,-10,0,10
338.05,-75.07324219,-73.45581055,-71.68579102,-70.3125,-68.72558594,-30,-20,-10,0,10
338.1,-75.07324219,-73.42529297,-71.71630859,-70.28198242,-68.69506836,-30,-20,-10,0,10
338.15,-75.10375977,-73.42529297,-71.74682617,-70.25146484,-68.69506836,-30,-20,-10,0,10
338.2,-75.04272461,-73.45581055,-71.71630859,-70.3125,-68.72558594,-30,-20,-10,0,10
338.25,-75.07324219,-73.45581055,-71.74682617,-70.3125,-68.69506836,-30,-20,-10,0,10
338.3,-75.10375977,-73.42529297,-71.74682617,-70.28198242,-68.78662109,-30,-20,-10,0,10
338.35,-75.04272461,-73.42529297,-71.74682617,-70.25146484,-68.75610352,-30,-20,-10,0,10
338.4,-75.04272461,-73.48632813,-71.71630859,-70.28198242,-68.72558594,-30,-20,-10,0,10
338.45,-75.07324219,-73.48632813,-71.77734375,-70.3125,-68.75610352,-30,-20,-10,0,10
338.5,-75.04272461,-73.48632813,-71.77734375,-70.3125,-68.78662109,-30,-20,-10,0,10
338.55,-74.98168945,-73.5168457,-71.77734375,-70.3125,-68.72558594,-30,-20,-10,0,10
338.6,-75.01220703,-73.5168457,-71.71630859,-70.3125,-68.72558594,-30,-20,-10,0,10
338.65,-75.07324219,-73.48632813,-71.71630859,-70.34301758,-68.72558594,-30,-20,-10,0,10
338.7,-75.04272461,-73.48632813,-71.77734375,-70.3125,-68.75610352,-30,-20,-10,0,10
338.75,-75.04272461,-73.48632813,-71.77734375,-70.34301758,-68.69506836,-30,-20,-10,0,10
338.8,-75.04272461,-73.5168457,-71.65527344,-70.34301758,-68.69506836,-30,-20,-10,0,10
338.85,-75.04272461,-73.45581055,-71.68579102,-70.34301758,-68.72558594,-30,-20,-10,0,10
338.9,-74.98168945,-73.42529297,-71.77734375,-70.3125,-68.69506836,-30,-20,-10,0,10
338.95,-74.98168945,-73.45581055,-71.68579102,-70.3125,-68.66455078,-30,-20,-10,0,10
339,-75.04272461,-73.45581055,-71.71630859,-70.34301758,-68.66455078,-30,-20,-10,0,10
339.05,-75.04272461,-73.42529297,-71.65527344,-70.34301758,-68.69506836,-30,-20,-10,0,10
339.1,-75.01220703,-73.48632813,-71.74682617,-70.3125,-68.75610352,-30,-20,-10,0,10
339.15,-75.01220703,-73.5168457,-71.71630859,-70.34301758,-68.72558594,-30,-20,-10,0,10
339.2,-75.07324219,-73.45581055,-71.74682617,-70.34301758,-68.69506836,-30,-20,-10,0,10
339.25,-74.98168945,-73.45581055,-71.74682617,-70.34301758,-68.72558594,-30,-20,-10,0,10
339.3,-75.01220703,-73.42529297,-71.74682617,-70.3125,-68.75610352,-30,-20,-10,0,10
339.35,-74.98168945,-73.5168457,-71.71630859,-70.3125,-68.72558594,-30,-20,-10,0,10
339.4,-75.01220703,-73.45581055,-71.71630859,-70.3125,-68.69506836,-30,-20,-10,0,10
339.45,-74.98168945,-73.42529297,-71.71630859,-70.34301758,-68.69506836,-30,-20,-10,0,10
339.5,-75.01220703,-73.45581055,-71.74682617,-70.34301758,-68.72558594,-30,-20,-10,0,10
339.55,-75.01220703,-73.45581055,-71.71630859,-70.3125,-68.72558594,-30,-20,-10,0,10
339.6,-75.01220703,-73.39477539,-71.71630859,-70.34301758,-68.6340332,-30,-20,-10,0,10
339.65,-74.98168945,-73.42529297,-71.74682617,-70.34301758,-68.69506836,-30,-20,-10,0,10
339.7,-75.01220703,-73.42529297,-71.74682617,-70.34301758,-68.69506836,-30,-20,-10,0,10
339.75,-75.01220703,-73.45581055,-71.74682617,-70.3125,-68.72558594,-30,-20,-10,0,10
339.8,-75.01220703,-73.39477539,-71.71630859,-70.3125,-68.69506836,-30,-20,-10,0,10
339.85,-74.98168945,-73.39477539,-71.74682617,-70.34301758,-68.66455078,-30,-20,-10,0,10
339.9,-75.01220703,-73.42529297,-71.80786133,-70.37353516,-68.6340332,-30,-20,-10,0,10
339.95,-75.04272461,-73.42529297,-71.74682617,-70.3125,-68.66455078,-30,-20,-10,0,10
340,-75.01220703,-73.45581055,-71.71630859,-70.28198242,-68.66455078,-30,-20,-10,0,10
340.05,-75.04272461,-73.42529297,-71.74682617,-70.3125,-68.66455078,-30,-20,-10,0,10
340.1,-75.04272461,-73.48632813,-71.77734375,-70.3125,-68.69506836,-30,-20,-10,0,10
340.15,-75.04272461,-73.45581055,-71.77734375,-70.3125,-68.69506836,-30,-20,-10,0,10
340.2,-75.01220703,-73.45581055,-71.77734375,-70.3125,-68.69506836,-30,-20,-10,0,10
340.25,-74.98168945,-73.42529297,-71.77734375,-70.28198242,-68.66455078,-30,-20,-10,0,10
340.3,-75.01220703,-73.45581055,-71.77734375,-70.25146484,-68.6340332,-30,-20,-10,0,10
340.35,-75.04272461,-73.45581055,-71.77734375,-70.28198242,-68.66455078,-30,-20,-10,0,10
340.4,-75.01220703,-73.42529297,-71.74682617,-70.3125,-68.69506836,-30,-20,-10,0,10
340.45,-75.01220703,-73.42529297,-71.74682617,-70.3125,-68.72558594,-30,-20,-10,0,10
340.5,-75.01220703,-73.45581055,-71.77734375,-70.28198242,-68.72558594,-30,-20,-10,0,10
340.55,-75.04272461,-73.48632813,-71.80786133,-70.28198242,-68.66455078,-30,-20,-10,0,10
340.6,-75.01220703,-73.42529297,-71.77734375,-70.34301758,-68.66455078,-30,-20,-10,0,10
340.65,-75.01220703,-73.42529297,-71.71630859,-70.3125,-68.69506836,-30,-20,-10,0,10
340.7,-75.01220703,-73.48632813,-71.74682617,-70.3125,-68.72558594,-30,-20,-10,0,10
340.75,-75.07324219,-73.45581055,-71.77734375,-70.28198242,-68.72558594,-30,-20,-10,0,10
340.8,-75.01220703,-73.42529297,-71.77734375,-70.34301758,-68.66455078,-30,-20,-10,0,10
340.85,-74.98168945,-73.42529297,-71.71630859,-70.34301758,-68.6340332,-30,-20,-10,0,10
340.9,-75.01220703,-73.45581055,-71.71630859,-70.34301758,-68.66455078,-30,-20,-10,0,10
340.95,-75.04272461,-73.45581055,-71.77734375,-70.3125,-68.69506836,-30,-20,-10,0,10
341,-75.04272461,-73.45581055,-71.77734375,-70.25146484,-68.72558594,-30,-20,-10,0,10
341.05,-75.07324219,-73.45581055,-71.74682617,-70.25146484,-68.72558594,-30,-20,-10,0,10
341.1,-75.04272461,-73.42529297,-71.71630859,-70.3125,-68.69506836,-30,-20,-10,0,10
341.15,-75.10375977,-73.45581055,-71.74682617,-70.34301758,-68.69506836,-30,-20,-10,0,10
341.2,-75.04272461,-73.48632813,-71.71630859,-70.28198242,-68.66455078,-30,-20,-10,0,10
341.25,-75.01220703,-73.45581055,-71.74682617,-70.25146484,-68.69506836,-30,-20,-10,0,10
341.3,-75.04272461,-73.42529297,-71.74682617,-70.22094727,-68.69506836,-30,-20,-10,0,10
341.35,-75.07324219,-73.42529297,-71.74682617,-70.25146484,-68.66455078,-30,-20,-10,0,10
341.4,-75.04272461,-73.45581055,-71.74682617,-70.28198242,-68.66455078,-30,-20,-10,0,10
341.45,-75.04272461,-73.45581055,-71.77734375,-70.3125,-68.66455078,-30,-20,-10,0,10
341.5,-75.04272461,-73.39477539,-71.74682617,-70.25146484,-68.69506836,-30,-20,-10,0,10
341.55,-75.07324219,-73.39477539,-71.77734375,-70.25146484,-68.72558594,-30,-20,-10,0,10
341.6,-75.10375977,-73.42529297,-71.68579102,-70.25146484,-68.72558594,-30,-20,-10,0,10
341.65,-75.07324219,-73.42529297,-71.68579102,-70.25146484,-68.69506836,-30,-20,-10,0,10
341.7,-75.07324219,-73.39477539,-71.68579102,-70.25146484,-68.72558594,-30,-20,-10,0,10
341.75,-75.04272461,-73.45581055,-71.71630859,-70.25146484,-68.72558594,-30,-20,-10,0,10
341.8,-75.07324219,-73.42529297,-71.71630859,-70.22094727,-68.72558594,-30,-20,-10,0,10
341.85,-75.07324219,-73.48632813,-71.71630859,-70.25146484,-68.72558594,-30,-20,-10,0,10
341.9,-75.07324219,-73.48632813,-71.71630859,-70.22094727,-68.72558594,-30,-20,-10,0,10
341.95,-75.04272461,-73.45581055,-71.71630859,-70.22094727,-68.66455078,-30,-20,-10,0,10
342,-75.01220703,-73.45581055,-71.71630859,-70.25146484,-68.72558594,-30,-20,-10,0,10
342.05,-75.04272461,-73.45581055,-71.74682617,-70.25146484,-68.66455078,-30,-20,-10,0,10
342.1,-75.07324219,-73.48632813,-71.77734375,-70.22094727,-68.72558594,-30,-20,-10,0,10
342.15,-75.07324219,-73.45581055,-71.74682617,-70.22094727,-68.72558594,-30,-20,-10,0,10
342.2,-75.07324219,-73.45581055,-71.74682617,-70.19042969,-68.72558594,-30,-20,-10,0,10
342.25,-75.04272461,-73.42529297,-71.74682617,-70.19042969,-68.72558594,-30,-20,-10,0,10
342.3,-75.07324219,-73.42529297,-71.74682617,-70.22094727,-68.72558594,-30,-20,-10,0,10
342.35,-75.07324219,-73.45581055,-71.77734375,-70.15991211,-68.69506836,-30,-20,-10,0,10
342.4,-75.07324219,-73.45581055,-71.74682617,-70.19042969,-68.72558594,-30,-20,-10,0,10
342.45,-75.04272461,-73.45581055,-71.71630859,-70.15991211,-68.69506836,-30,-20,-10,0,10
342.5,-75.04272461,-73.42529297,-71.71630859,-70.25146484,-68.69506836,-30,-20,-10,0,10
342.55,-75.04272461,-73.42529297,-71.71630859,-70.22094727,-68.6340332,-30,-20,-10,0,10
342.6,-75.07324219,-73.45581055,-71.74682617,-70.22094727,-68.66455078,-30,-20,-10,0,10
342.65,-75.07324219,-73.48632813,-71.74682617,-70.22094727,-68.69506836,-30,-20,-10,0,10
342.7,-75.01220703,-73.48632813,-71.74682617,-70.25146484,-68.69506836,-30,-20,-10,0,10
342.75,-75.04272461,-73.39477539,-71.71630859,-70.22094727,-68.69506836,-30,-20,-10,0,10
342.8,-75.07324219,-73.42529297,-71.71630859,-70.22094727,-68.66455078,-30,-20,-10,0,10
342.85,-75.07324219,-73.45581055,-71.71630859,-70.15991211,-68.72558594,-30,-20,-10,0,10
342.9,-75.13427734,-73.45581055,-71.71630859,-70.25146484,-68.69506836,-30,-20,-10,0,10
342.95,-75.07324219,-73.45581055,-71.71630859,-70.22094727,-68.69506836,-30,-20,-10,0,10
343,-75.04272461,-73.45581055,-71.68579102,-70.19042969,-68.69506836,-30,-20,-10,0,10
343.05,-75.04272461,-73.42529297,-71.74682617,-70.19042969,-68.69506836,-30,-20,-10,0,10
343.1,-75.04272461,-73.42529297,-71.68579102,-70.22094727,-68.66455078,-30,-20,-10,0,10
343.15,-75.07324219,-73.39477539,-71.71630859,-70.19042969,-68.66455078,-30,-20,-10,0,10
343.2,-75.10375977,-73.42529297,-71.71630859,-70.22094727,-68.6340332,-30,-20,-10,0,10
343.25,-75.04272461,-73.42529297,-71.68579102,-70.19042969,-68.66455078,-30,-20,-10,0,10
343.3,-74.98168945,-73.39477539,-71.74682617,-70.22094727,-68.66455078,-30,-20,-10,0,10
343.35,-75.01220703,-73.39477539,-71.68579102,-70.25146484,-68.66455078,-30,-20,-10,0,10
343.4,-75.01220703,-73.42529297,-71.71630859,-70.25146484,-68.69506836,-30,-20,-10,0,10
343.45,-75.04272461,-73.45581055,-71.71630859,-70.22094727,-68.6340332,-30,-20,-10,0,10
343.5,-75.07324219,-73.42529297,-71.71630859,-70.22094727,-68.66455078,-30,-20,-10,0,10
343.55,-75.07324219,-73.45581055,-71.74682617,-70.22094727,-68.69506836,-30,-20,-10,0,10
343.6,-75.04272461,-73.45581055,-71.74682617,-70.22094727,-68.66455078,-30,-20,-10,0,10
343.65,-75.04272461,-73.39477539,-71.77734375,-70.19042969,-68.69506836,-30,-20,-10,0,10
343.7,-75.07324219,-73.45581055,-71.74682617,-70.22094727,-68.6340332,-30,-20,-10,0,10
343.75,-75.04272461,-73.42529297,-71.71630859,-70.22094727,-68.6340332,-30,-20,-10,0,10
343.8,-75.04272461,-73.42529297,-71.68579102,-70.22094727,-68.69506836,-30,-20,-10,0,10
343.85,-75.04272461,-73.42529297,-71.71630859,-70.19042969,-68.66455078,-30,-20,-10,0,10
343.9,-75.04272461,-73.42529297,-71.71630859,-70.19042969,-68.6340332,-30,-20,-10,0,10
343.95,-75.04272461,-73.48632813,-71.74682617,-70.25146484,-68.6340332,-30,-20,-10,0,10
344,-75.04272461,-73.45581055,-71.71630859,-70.19042969,-68.66455078,-30,-20,-10,0,10
344.05,-75.04272461,-73.42529297,-71.68579102,-70.19042969,-68.66455078,-30,-20,-10,0,10
344.1,-75.04272461,-73.42529297,-71.71630859,-70.22094727,-68.66455078,-30,-20,-10,0,10
344.15,-75.07324219,-73.48632813,-71.71630859,-70.15991211,-68.6340332,-30,-20,-10,0,10
344.2,-75.01220703,-73.42529297,-71.77734375,-70.19042969,-68.6340332,-30,-20,-10,0,10
344.25,-75.07324219,-73.45581055,-71.74682617,-70.19042969,-68.6340332,-30,-20,-10,0,10
344.3,-74.98168945,-73.45581055,-71.71630859,-70.19042969,-68.6340332,-30,-20,-10,0,10
344.35,-75.01220703,-73.42529297,-71.74682617,-70.19042969,-68.6340332,-30,-20,-10,0,10
344.4,-75.01220703,-73.45581055,-71.71630859,-70.15991211,-68.6340332,-30,-20,-10,0,10
344.45,-75.01220703,-73.45581055,-71.74682617,-70.15991211,-68.6340332,-30,-20,-10,0,10
344.5,-75.01220703,-73.45581055,-71.68579102,-70.22094727,-68.66455078,-30,-20,-10,0,10
344.55,-74.98168945,-73.39477539,-71.74682617,-70.22094727,-68.6340332,-30,-20,-10,0,10
344.6,-75.04272461,-73.45581055,-71.71630859,-70.19042969,-68.6340332,-30,-20,-10,0,10
344.65,-75.04272461,-73.45581055,-71.71630859,-70.19042969,-68.60351563,-30,-20,-10,0,10
344.7,-75.07324219,-73.48632813,-71.71630859,-70.22094727,-68.60351563,-30,-20,-10,0,10
344.75,-74.98168945,-73.42529297,-71.71630859,-70.22094727,-68.60351563,-30,-20,-10,0,10
344.8,-74.98168945,-73.45581055,-71.71630859,-70.22094727,-68.6340332,-30,-20,-10,0,10
344.85,-74.95117188,-73.48632813,-71.74682617,-70.25146484,-68.6340332,-30,-20,-10,0,10
344.9,-75.01220703,-73.39477539,-71.77734375,-70.25146484,-68.66455078,-30,-20,-10,0,10
344.95,-74.98168945,-73.42529297,-71.74682617,-70.19042969,-68.66455078,-30,-20,-10,0,10
345,-75.01220703,-73.39477539,-71.74682617,-70.25146484,-68.6340332,-30,-20,-10,0,10
345.05,-75.01220703,-73.42529297,-71.74682617,-70.22094727,-68.6340332,-30,-20,-10,0,10
345.1,-75.01220703,-73.42529297,-71.74682617,-70.22094727,-68.69506836,-30,-20,-10,0,10
345.15,-75.04272461,-73.42529297,-71.74682617,-70.25146484,-68.6340332,-30,-20,-10,0,10
345.2,-74.98168945,-73.42529297,-71.74682617,-70.25146484,-68.6340332,-30,-20,-10,0,10
345.25,-74.98168945,-73.45581055,-71.71630859,-70.25146484,-68.6340332,-30,-20,-10,0,10
345.3,-75.01220703,-73.45581055,-71.71630859,-70.22094727,-68.69506836,-30,-20,-10,0,10
345.35,-74.98168945,-73.48632813,-71.74682617,-70.28198242,-68.6340332,-30,-20,-10,0,10
345.4,-75.07324219,-73.42529297,-71.71630859,-70.28198242,-68.6340332,-30,-20,-10,0,10
345.45,-75.01220703,-73.42529297,-71.71630859,-70.22094727,-68.66455078,-30,-20,-10,0,10
345.5,-75.04272461,-73.45581055,-71.74682617,-70.25146484,-68.66455078,-30,-20,-10,0,10
345.55,-75.10375977,-73.45581055,-71.74682617,-70.25146484,-68.66455078,-30,-20,-10,0,10
345.6,-75.04272461,-73.42529297,-71.71630859,-70.22094727,-68.66455078,-30,-20,-10,0,10
345.65,-75.04272461,-73.45581055,-71.77734375,-70.22094727,-68.66455078,-30,-20,-10,0,10
345.7,-75.04272461,-73.45581055,-71.77734375,-70.19042969,-68.69506836,-30,-20,-10,0,10
345.75,-75.01220703,-73.39477539,-71.77734375,-70.25146484,-68.66455078,-30,-20,-10,0,10
345.8,-75.01220703,-73.45581055,-71.77734375,-70.22094727,-68.69506836,-30,-20,-10,0,10
345.85,-75.01220703,-73.48632813,-71.77734375,-70.19042969,-68.69506836,-30,-20,-10,0,10
345.9,-74.98168945,-73.42529297,-71.77734375,-70.22094727,-68.66455078,-30,-20,-10,0,10
345.95,-75.01220703,-73.45581055,-71.77734375,-70.19042969,-68.6340332,-30,-20,-10,0,10
346,-75.01220703,-73.45581055,-71.77734375,-70.22094727,-68.66455078,-30,-20,-10,0,10
346.05,-74.98168945,-73.45581055,-71.77734375,-70.19042969,-68.66455078,-30,-20,-10,0,10
346.1,-75.01220703,-73.48632813,-71.77734375,-70.25146484,-68.6340332,-30,-20,-10,0,10
346.15,-75.01220703,-73.48632813,-71.74682617,-70.22094727,-68.6340332,-30,-20,-10,0,10
346.2,-75.04272461,-73.5168457,-71.80786133,-70.15991211,-68.69506836,-30,-20,-10,0,10
346.25,-75.04272461,-73.45581055,-71.77734375,-70.12939453,-68.6340332,-30,-20,-10,0,10
346.3,-75.04272461,-73.48632813,-71.77734375,-70.15991211,-68.6340332,-30,-20,-10,0,10
346.35,-75.01220703,-73.5168457,-71.77734375,-70.15991211,-68.69506836,-30,-20,-10,0,10
346.4,-74.98168945,-73.48632813,-71.80786133,-70.12939453,-68.66455078,-30,-20,-10,0,10
346.45,-75.04272461,-73.45581055,-71.74682617,-70.19042969,-68.60351563,-30,-20,-10,0,10
346.5,-75.01220703,-73.48632813,-71.77734375,-70.19042969,-68.6340332,-30,-20,-10,0,10
346.55,-75.01220703,-73.48632813,-71.80786133,-70.19042969,-68.60351563,-30,-20,-10,0,10
346.6,-75.01220703,-73.42529297,-71.80786133,-70.22094727,-68.6340332,-30,-20,-10,0,10
346.65,-75.04272461,-73.45581055,-71.74682617,-70.19042969,-68.66455078,-30,-20,-10,0,10
346.7,-75.01220703,-73.48632813,-71.77734375,-70.19042969,-68.6340332,-30,-20,-10,0,10
346.75,-75.01220703,-73.48632813,-71.80786133,-70.22094727,-68.66455078,-30,-20,-10,0,10
346.8,-75.04272461,-73.48632813,-71.80786133,-70.15991211,-68.6340332,-30,-20,-10,0,10
346.85,-75.01220703,-73.48632813,-71.80786133,-70.15991211,-68.57299805,-30,-20,-10,0,10
346.9,-75.01220703,-73.48632813,-71.80786133,-70.22094727,-68.66455078,-30,-20,-10,0,10
346.95,-75.01220703,-73.45581055,-71.80786133,-70.19042969,-68.66455078,-30,-20,-10,0,10
347,-75.04272461,-73.45581055,-71.74682617,-70.15991211,-68.60351563,-30,-20,-10,0,10
347.05,-75.01220703,-73.48632813,-71.77734375,-70.15991211,-68.60351563,-30,-20,-10,0,10
347.1,-74.95117188,-73.42529297,-71.80786133,-70.22094727,-68.60351563,-30,-20,-10,0,10
347.15,-74.98168945,-73.42529297,-71.77734375,-70.19042969,-68.66455078,-30,-20,-10,0,10
347.2,-74.98168945,-73.42529297,-71.77734375,-70.19042969,-68.6340332,-30,-20,-10,0,10
347.25,-74.95117188,-73.45581055,-71.77734375,-70.19042969,-68.57299805,-30,-20,-10,0,10
347.3,-74.95117188,-73.42529297,-71.80786133,-70.22094727,-68.6340332,-30,-20,-10,0,10
347.35,-75.01220703,-73.45581055,-71.80786133,-70.19042969,-68.6340332,-30,-20,-10,0,10
347.4,-75.01220703,-73.42529297,-71.77734375,-70.15991211,-68.60351563,-30,-20,-10,0,10
347.45,-75.01220703,-73.45581055,-71.74682617,-70.19042969,-68.60351563,-30,-20,-10,0,10
347.5,-74.98168945,-73.42529297,-71.80786133,-70.19042969,-68.6340332,-30,-20,-10,0,10
347.55,-75.01220703,-73.42529297,-71.77734375,-70.19042969,-68.6340332,-30,-20,-10,0,10
347.6,-75.01220703,-73.48632813,-71.77734375,-70.19042969,-68.6340332,-30,-20,-10,0,10
347.65,-75.01220703,-73.45581055,-71.77734375,-70.15991211,-68.60351563,-30,-20,-10,0,10
347.7,-75.01220703,-73.48632813,-71.80786133,-70.22094727,-68.57299805,-30,-20,-10,0,10
347.75,-74.98168945,-73.45581055,-71.80786133,-70.19042969,-68.6340332,-30,-20,-10,0,10
347.8,-74.98168945,-73.5168457,-71.71630859,-70.12939453,-68.6340332,-30,-20,-10,0,10
347.85,-75.01220703,-73.48632813,-71.74682617,-70.12939453,-68.60351563,-30,-20,-10,0,10
